상호,제품군,대분류,질의 내용,답변,답변퀄리티
케이스플리즈,폰케이스,의견,"왜 리뷰 적립이 -가되있는지 알아보려고 들어갔더니
노출이 제한되엇고 적립이 취소되엇다고 나오더라구요.왜그런지 
이유를 알려주세요.제가 잘못작성한거면 수정을 하면되지만 그게아니라면 이해가 안되서요",안녕하세요 고객님caseplz 쇼핑몰입니다.문의하신 내용 확인해 본 결과 네이버 측에서 노출 제한 처리를 진행한 것으로 확인이 됩니다. 정확한 사유와 리뷰 적립 건은 네이버를 통해 확인 부탁드립니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.,긍정
케이스플리즈,폰케이스,제품관련,13pro max케이스 샀는데 껴보니 너무 뻑뻑하고 빼다가 폰 하단 테두리에 기스가 생겼네요ㅠㅠ 무료 교환 가능 한가요?,안녕하세요 고객님caseplz 쇼핑몰입니다.믿고 구매해 주셨는데 만족을 드리지 못해 죄송합니다.받아보신 제품에 문제가 있으시다면 신속하게 처리 도와드리겠습니다.번거로우시겠지만 빠른 처리와 정확한 확인을 위해 톡톡으로 해당 건의 [사진] 첨부하여 연락 주시면 확인하여 정성껏 안내 도와드리겠습니다.감사합니다.,긍정
케이스플리즈,폰케이스,제품관련,가장자리가 처음부터 떳는데 참고 쓰다가 재구매합니다 ㅠ 리뷰보니까 비슷한 사례가 있는거 같은데 괜찮은걸로 부탁드립니다,"안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.주문하신 제품 꼼꼼하게 확인 및 검수하여 배송 진행 도와드리겠습니다.슥샥쇽 필름은 정상 부착 시 들뜸이나 기포가 발생되지 않는 제품이지만, 충격이나 케이스에 의한 간섭 등에 의해 들뜸 현상이 발생할 수 있음을 안내드립니다.쉽게 깨지고 지저분해지는 일반 유리 필름의 단점을 보완하여 제작된 제품으로, 일상생활에서 절대 깨지지 않아 아주 안전성과 경제성을 갖추었으니 파손의 걱정 없이 사용하실 수 있으셨으면 좋겠습니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,배송,반품신청할게요 맥세이프 기능이거의 안되요 그립톡 붙이면 맥없이 떨어집니다 제품의 하자인건가요,"안녕하세요 고객님.믿고 구매해 주셨는데 만족을 드리지 못해 죄송합니다.저희 맥세이프 가죽케이스는 N52SH 마그네틱을 이용하여 강력한 자력을 지닌 제품이지만, 고객님마다 사용하시는 제품과 상황에 따라 느끼시는 자력의 차이가 있을 수 있음을 안내드립니다.3mm의 높은 단차 설계와 4중 낙상 방지 레이어 설계로 안전하게 아이폰을 보호할 수 있도록 제작되었으며, 튼튼하지만 부드러운 가죽의 질감이 아주 좋은 제품이니 사용하시는 동안 조금 더 만족을 느끼실 수 있으셨으면 좋겠습니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,아이폰 11로 구매하려하는데 옵션에 액정팔름도 구매하고싶은데 아이폰 11로 자동으로 발송되는거 맞아요??,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.주문하실 때 옵션에서 아이폰 11 기종과 함께 [시력보호 / 사생활보호 / 고선명HD] 필름 중에 원하시는 필름을 선택하셔야 하는 제품이니 주문하실 때 참고하여 주시기 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,유막현상은 있나요?,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품은 유막현상 방지와 반짝임을 더하기 위해 나노 도트 패턴이 추가하였으며, 변색을 전혀 허용하지 않아 변치 않는 투명함으로 아이폰의 아름다움을 더욱 돋보이게 만드는 제품이니, 주문하실 때 참고하여 주시기 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"뒷부분,테두리 부분 다 PC소재라서변색 잘 안되겠죠?
그리고 1mm정도면 체감상 두껍다고 느껴질까요?","안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 ""딱따구리 에어"" 케이스는 고품질 변색 차단 기술이 도입된 3개의 보호층이 변색의 원인을 강력하게 차단하여 변색을 전혀 허용하지 않는 제품이며, 슬림한 두께로 손에 잡히는 그립감도 아주 좋은 제품이니 주문하실 때 참고하여 주시기 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"안녕하세요. 게임을 위해 구매하고자합니다.

요즘 나오는 종이질감 필름은 매트한 질감이 약해 땀이나면 종이질감필름이라고 하더라도 마찰력이 심해 게임하는데 불편하더라구요.

이제품은 매트한 질감이 어느정도인지? 땀이 나더라도 슥삭거리는 매트한 질감때문에 잘 미끌리는지 알고 싶습니다.","안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품의 경우 장시간 사용에 최적화된 표면 설계로 반복되는 터치와 스크롤링에도 손끝에 자극이 없고 부드러운 터치감을 느끼실 수 있어 ""게이밍""에 최적화된 제품입니다.또한 뛰어난 지문 방지 기능으로 지문 자국 없는 깔끔한 표면을 유지하실 수 있으며, 오일플라즈마 스프레이 코팅으로 유분 수분은 물론 기름때까지 완벽히 억제 가능한 제품이니 참고하여 주시길 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,사생활 보호+블루라이트 차단 기능 신제품 만들어주세요!,"안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.소중한 의견 감사드립니다. 고객님의 의견 참고하여 더 좋은 제품 으로 보답할 수 있도록 노력하겠습니다.고객님께서 구매하신 제품은 블루라이트를 차단하는 레이어를 삽입하여 수면 유도 호르몬을 활성화시켜 잠들기 전에 사용하셔도 숙면을 취하기 쉽게 도움을 주며 안구건조증을 억제하여 눈의 피로도를 낮추어 주는 제품이니, 사용하시는 동안 더욱 편안하게 화면을 감상하실 수 있으셨으면 좋겠습니다. 추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"아이폰13, 13프로 크기가 동일한가요?","안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품의 경우 [아이폰 13 / 13프로 / 14] 기종이 모두 액정 사이즈(6.1인치)와 전면 디자인이 동일하여 호환하여 사용하실 수 있도록 제작이 되었음을 안내드립니다.적용 모델에서 [아이폰13/13프로/아이폰14] 옵션을 선택하시면 고객님의 휴대폰에 잘 맞게 부착하시어 사용하실 수 있으시니 참고하시어 주문해 주시길 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,자력이 괜찮나요? 차량용 맥세이프 거치대 사용중데 운전 중 떨어지거나 하진 않겠죠?,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품은 일반 마그네틱보다 더욱 강한 자력의 마그네틱을 배치하여 무선 충전은 물론 다양한 맥세이프 제품을 편하게 사용하실 수 있는 제품이나, 광택이 자연스럽고 부드러운 가죽과 보풀이 생기지 않는 극세사 안감으로 더욱 고급스러운 느낌을 느끼실 수 있는 제품이니 참고하시어 주문해 주시길 바랍니다. 추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,혹시 한장 가격 맞나요? 리뷰보다가 헷갈려서요....^.^,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품은 수량 1개 구매하실 경우, 1세트의 구성품(1장의 필름, 먼지 제거 티슈, 스티커, 필름 부착 안내문)을 보내드리고 있으니 참고하시어 주문해 주시기 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,의견,아이폰12프로 필름 샀는데 맨위에 왜 구멍이 원래 소리구멍하나랑 셀카구멍 하나해서 총 두개여야하는데 왜 쓰잘데기없는 구멍이 3개나 더 있죠????,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 슥샥쇽 필름은 세라믹 소재의 매트 코팅된 필름으로, 아이폰의 수화부 주변에 위치하고 있는 8개의 장치 [센서부의 오작동 방지]를 위해 타이틀 사진에서 표현된 바와 같이 상단 카메라 구멍 4개가 있음을 안내드립니다.센서가 위치한 부분만 최소한으로 오픈하고, 다른 부분들은 안전하게 보호할 수 있도록 제작이 되었으니 사용하시는 동안 조금 더 만족스러우셨으면 좋겠습니다. 추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,혹시 앞면카메라 부분이 필름으로 덮여있는 건가요 아니면 아예 뚫려있는건가요???,"안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.문의하신 사생활 보호필름의 경우, 앞면 카메라 부분은 뚫려 있지 않고 덮여있는 디자인으로 제작되었음을 안내드립니다.카메라 부분은 렌즈 보호와 선명한 카메라 화질을 위해 고투명 강화 유리막으로  보호하고 있으며, 선명한 음질을 위해 스피커홀은 뚫려 있으니 참고하여 주시기 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,배송,구매해서 방금 받아서 붙였는데요 제일 아랫쪽 라인끝부분 깨져있는 상품이네요 화면에 붙인 상태인데 교환요청 어떻게 해야하나요?,"안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.우선 저희 제품을 믿고 구매해 주셨는데 불편을 드려 죄송합니다.받으신 제품에 문제가 있으시다면 신속하게 처리 도와드리겠습니다.번거로우시겠지만 고객 정보 확인과 빠른 처리를 위해 네이버 톡톡으로 연락 주시면 정성껏 안내 도와드리겠습니다.감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,무선충전도 가능한가요?,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품은 슬림한 디자인으로 무선 충전은 가능하시나, 카드를 수납하여 사용하실 경우에는 정상적으로 충전이 어려우실 수도 있으시니 참고하여 주시기 바랍니다.안정감 있게 무선 충전을 원하실 경우, 38개의 마그네틱으로 강력한 자력을 자랑하는 [아이폰 케이스 맥세이프 하드 테두리 투명케이스]를 추천드리니 도움이 되셨으면 좋겠습니다.▶[아이폰 케이스 맥세이프 하드 테두리 투명케이스]https://smartstore.naver.com/caseplz/products/7291038045추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,블루라이트 차단 필름을 부착하고 그 위에 사생활 보호 필름을 븥여도 될까요? 혹시 360도 풀커버 사생활 보호 필름은 출시계획이 있으신가요?,"안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.구매해 주신 사생활 보호필름은 아이폰 액정 위에 바로 부착하여 사용하실 수 있도록 제작된 상품으로 다른 보호 필름과 중복하여 사용하실 경우 선명하지 못 한 화질이나 터치 불량 등에 불편함을 느끼실 수 있으니 참고 부탁드립니다.현재 360도 풀 커버 사생활 보호필름의 출시 계획은 없으나, 저희 제품의 경우 전자현미경으로만 볼 수 있는 얇은 사이즈의 필름이 여러 겹으로 세로 배치되어 측면에서는 화면이 보이지 않으며, 타사의 제품에 비해 픽셀 뭉개짐 없이 선명한 화질의 화면을 감상하실 수 있는 제품이니 사용하심에 만족감을 느끼실 수 있으셨으면 좋겠습니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,아이폰13인데 13/프로 이거사면 되나요?,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 슥샥쇽 아이폰 액정보호필름의 경우 적용 모델에서 [아이폰 13/13프로]로 선택해 주시면 됩니다.아이폰의 13과 13프로의 경우, 사이즈[6.1인치]와 전면 디자인이 동일하여 호환하여 사용이 가능한 제품이니, 참고하여 주시기 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,카드케이스는 없나요,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품은 맥세이프를 편안하게 사용하실 수 있도록 제작된 케이스로, 맥세이프 전용 카드 케이스는 별도로 판매하지 않는 점 양해 부탁드립니다.맥세이프 기능은 없지만 카드를 수납하여 사용하실 수 있는 [아이폰 카드 케이스]를 판매하고 있으니 도움이 되셨으면 좋겠습니다.▶아이폰 카드 케이스 투명 범퍼https://smartstore.naver.com/caseplz/products/6383374901추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,카드 넣고 뺄때 폰 뒷면에 기스 안나나요??,"안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.아이폰 카드 케이스의 경우 간편함과 실용성을 위해 초경량 설계와 슬림한 디자인으로 제작이 되어, 카드와 아이폰이 분리되지는 않으나, 손목에 부담을 줄여 편안하게 사용을 하실 수 있으며, 두껍지 않게 핏되는 손에 착 감기는 그립감이 기분 좋은 제품이니 참고하여 주시기 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,아이폰 14 후면 카메라 보호 제품 인가요.,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품은 렌즈 부분은 뚫려있으나, 카메라 섬 부분은 물론 렌즈 주변까지 꼼꼼하게 커버하여 안전하게 보호할 수 있도록 제작된 제품임을 안내드립니다.더욱 안전하게 후면 렌즈까지 커버하여 보호하는 제품을 찾으신다면 ""렌즈풀커버 하드케이스""를 추천드리니 도움이 되셨으면 좋겠습니다.▶아이폰 케이스 투명 변색없는 렌즈풀커버하드케이스 아이폰14 프로 맥스 (렌즈일체형 옵션)https://smartstore.naver.com/caseplz/products/7289518745추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,아이폰 13미니 카메라 보호링 착용중인데 해당 케이스 호환 가능할까요?,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품은 액세서리를 착용하지 않은 기본 아이폰의 사이즈를 기준으로 제작이 된 제품으로 별도의 액세서리를 사용하실 경우 호환이 되지 않을 수 있음을 안내드립니다.카메라 섬 부분은 물론, 렌즈 주변까지 꼼꼼하게 커버하여 별도의 액세서리를 사용하지 않으셔도 안전하게 보호할 수 있도록 제작된 제품이니 참고하시어 주문해 주시길 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,아이폰 13 미니인데 케이스가 폰보다 커서 덜컹덜컹 거려요 딱 맞다는 리뷰 봤는데 원래 이렇게 커서 폰이 흔들리나용......?,"안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.받으신 제품에 문제가 있으시다면 신속하게 처리를 도와드리겠습니다.번거로우시겠지만 고객 정보 확인과 빠른 처리를 위해 네이버 톡톡으로 연락 주시면 정성껏 안내 도와드리겠습니다.감사합니다.",긍정
케이스플리즈,폰케이스,배송,"카메라 렌즈쪽이 뚫려있어 반품 신청했습니다.
결제금액에서 배송비 차감되도록 했고
보류로 되어있으니 확인해주세요.","안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.요청하신 대로 제품 수거하여 저희 쪽에 도착하면 확인 후 반품으로 처리 도와드리겠습니다.반품 배송비는 고객님께서 접수하신 대로 환불금에서 차감될 예정이니 참고하여 주시길 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,배송,"14인데 실수로 14프로 두개를 샀어요..
모르고 구매확정도 눌렀는데 교환될까요??","안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.제품을 개봉하지 않으셨다면 교환 가능하시며, 교환 배송비 5,000원이 발생됨을 안내드립니다.교환을 원하실 경우 네이버 톡톡으로 연락 주시면 교환 접수 도와드리겠습니다.감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,카메라 렌즈 쪽이 뻥 뚤려 있는데요 이게 맞나요,"안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.구매하신 제품은 카메라 렌즈 부분은 뚫려있는 제품으로, 카메라 섬은 물론 렌즈 주변 부분까지 커버하여 안전하게 보호할 수 있도록 제작된 제품임을 안내드립니다.렌즈 부분까지 안전하게 보호할 수 있는 제품을 찾으신다면 [렌즈 일체형]으로 제작된 케이스를 추천드리니 도움이 되셨으면 좋겠습니다.▶ 아이폰 케이스 투명 변색없는 렌즈풀커버하드케이스 아이폰14 프로 맥스 (옵션에서 ""렌즈일체형""을 선택하실 수 있습니다.)https://smartstore.naver.com/caseplz/products/7289518745추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"투명케이스 아주많이써본사람인데
변색이없다함은 본판이 아닌
테두리에도 변색이없는겁니까?
뒤에 본판은 저가형케이스도 변색은크게없었는데 
테두리는 변색차단하는걸 본적이없어서요","안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 제품은 케이스 전체를 동일한 소재로 제작한 제품으로, 뒤판은 물론 테두리 부분도 변색이 전혀 없는 제품임을 안내드립니다.고품질 변색 차단 기술이 도입된 3개의 보호층이 변색의 원인을 강력하게 차단하여 오래도록 깔끔하게 사용하실 수 있는 제품이니 참고하시어 주문해 주시길 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"제가 받자마자 붙히고 구매확정을 눌럿눈대요
붙히고 보니 필름 안쪽에 기포도 아니고 머가 머가 동그랗게 잇는데 시간지나면 없어질줄 알앗는대 반나절 이상
지나고도 그대로고 사진으로 찍기가 표현도 안되고 이거
어떻게 해야하나요?̊̈ 필름 안쪽 자체에 머가 묻어잇는것처럼 되어잇네요 기름기?̊̈ 머 그래요 아무리 문질문질해도 없어지질않네용ㅠ̑̈","안녕하세요 고객님, 우선 불편을 드려 죄송합니다.받으신 제품에 문제가 있으시다면 신속하게 처리를 도와드리겠습니다.번거로우시겠지만 빠른 처리와 정확한 확인을 위해 네이버 톡톡으로 연락 주시면 정성껏 안내 도와드리겠습니다.감사합니다.",긍정
케이스플리즈,폰케이스,의견,"제품 받아봤는데
이거 원래 마감이 이렇게 날카로워요? 끼고 뺄 때
기스 엄청 날 거 같은데요 카메라 부분도 그렇고요
그리고 잔기스도 아니고 굵은 세로기스는 뭔가요 카메라에 찍히지도 않아요 투명해서","안녕하세요 고객님, caseplz 제품을 구입 해 주셔서 감사드립니다.우선 제품 불량으로 인해 마음을 불편하게 해 드리게 되어 진심으로 죄송합니다.제품 불량의 경우 언제든지 교환/환불/재배송 처리가 가능하며 번거로우시겠지만 원활한 소통을 위해 네이버톡톡으로 문의주신다면 정성껏 안내드리도록 하겠습니다.추가 문의나 요청사항이 있으시거나 좀 더 편하게 소통하실 수 있는 채널이 있으시다면 톡톡 이외에도 언제든지 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 부탁드립니다. 감사합니다.",긍정
케이스플리즈,폰케이스,배송,제주도도 배송비가 2500원 인가요…..?ㅠ,"안녕하세요 고객님, caseplz를 찾아주셔서 진심으로 감사드립니다.저희 caseplz에서는 제주도행 배송건 택배비용이 일반지역 택배비용과 동일하게 배송비 2,500원이 적용됩니다.추가발생 배송비용 걱정 없이 원하시는 제품 구매하셔서 만족스러운 쇼핑이 되셨으면 좋겠습니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,배송,방금 구매했습니다 하자 없는 상품으로 부탁드립니당☺️☺️,"안녕하세요 고객님, 저희 제품을 구입해 주셔서 진심으로 감사드립니다.요청하신 대로 꼼꼼하게 검수하여 하자 없는 제품으로 출고 도와드리겠습니다.구매하신 제품은 오늘 우체국 택배를 통해 출고될 예정이며,출고된 모든 제품은 현재까지 약 95% 이상 다음 날 도착하고 있으며, 택배사 사정에 따라 약간의 변동이 있을 수 있는 점 참고하여 주시길 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,아이폰 13 화이트는 없나요?,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 ""파리슬라이딩 블루라이트 차단 필름""은 [아이폰 7/8/SE2/SE3], [아이폰 7+/8+] 기종만 ""화이트"" 색상으로 선택하실 수 있으며,[아이폰 13] 기종과 그 외 기종의 경우 ""블랙"" 단일 색상으로만 선택하실 수 있음을 안내드립니다.아이폰 베젤 색상에 맞춰 선택하실 수 있도록 일부 기종만 화이트 색상으로 제작된 부분 양해 부탁드립니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"이거 처럼 말랑말랑 하고 얇으면서, 투명한건 없나요? 매트 타입은 다 좋은데 화면이 좀 뿌옇게 보여서 안맞더라구요.","안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.현재 저희 쇼핑몰에서 판매하고 있는 필름은 대부분 유리 소재로 제작되어 단단하며, 말랑말랑하고 유연한 필름은 ""슥샥쇽 지문방지 필름"" 한 제품만 판매하고 있음을 안내드립니다.매트 코팅된 제품의 특성상 일반 코팅 필름에 비해 덜 투명하게 느끼실 수 있으시나,저희 [슥샥쇽 지문 방지 필름]은 내구성 좋은 세라믹 소재로 제작하여 일상생활에서 절대 깨지지 않아 아주 견고하며, 오일 플라즈마 스프레이 코팅으로 유수분과 기름때까지 완벽히 억제하여 지문 자국이 남지 않아 아주 깔끔한 제품이니 참고하시어 주문해 주시길 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,아이폰14프로는 블랙/핑크 안나올까요? ㅠㅠ,"안녕하세요 고객님, 저희 쇼핑몰을 찾아주셔서 진심으로 감사드립니다.문의하신 [아이폰 14프로] 기종의 경우 ""투명"" 단일 색상으로만 판매하고 있으며, ""블랙 / 핑크"" 색상은 입고 예정이 없는 부분 양해 부탁드립니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락 주시면 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
