상호,제품군,대분류,질의 내용,답변,답변퀄리티
에스쁘아,화장품,제품관련,유기자차인가요? 사용연령이 궁금합니다. 어린이 사용 가능한지요?,"안녕하세요. 에스쁘아입니다.고객님 문의주신 제품 유기자차이며, 사용시 개별차가 있을 수 있으니 테스트 후 사용 부탁드립니다.감사합니다. :-)",부정
에스쁘아,화장품,의견,이 라인은 샤인 보다 컬러도 별로에요 샤인라인 다시 재출시 해 주세요,"안녕하세요. 에스쁘아입니다.고객님 구매에 불편을 드린 점 양해부탁드리며,전달주신 내용 유관부서에 전달하도록 하겠습니다.감사합니다. :-)",부정
에스쁘아,화장품,제품관련,샤인 라인 단종 된 건가요??  라이크잇이랑 코스모폴리탄 다시 재출시 해 주면 안 되나요 ㅠㅠ,안녕하세요. 에스쁘아입니다.고객님 죄송하게도 문의주신 제품 재입고 예정일이 정해져 있지 않은 단종제품으로 확인됩니다.도움드리지 못해 대단히 죄송합니다.감사합니다. :-),부정
에스쁘아,화장품,제품관련,"1. 판매란에 에스쁘아 커먼누드 톤업 쿠션은 없는데, 이 제품 단종인가요?
2. 현재 팔고 있는 제품 중 커먼누드 톤업 쿠션의 대체제가 있는지 궁금합니다.","안녕하세요. 에스쁘아입니다.고객님 문의주신 내용에 대한 답변 드립니다.1.고객님 죄송하게도 문의주신 제품 재입고 예정일이 정해져 있지 않은 단종제품으로 확인됩니다.2.죄송하게도 대체제품은 없으나, 가볍게 사용할 수 있는 쿠션을 찾으신다면 비내추럴 쿠션 추천드립니다. :-)감사합니다.",부정
에스쁘아,화장품,제품관련,"고등학생이 써도 괜찮을까요
더블세트 주문시 각각 상자에 담겨져 있나요? 한상자에 두개 들어있나요?",안녕하세요. 에스쁘아입니다.해당 제품 모든 피부에 사용가능하나 개별차이가 있을 수 있으니 팔목 안쪽등에 소량 테스트 후 사용 부탁드립니다.더블세트 주문시 각각 개별 포장되어 출고되는점 안내드립니다.감사합니다. :-),부정
에스쁘아,화장품,제품관련,"쿠션이랑 파데 다른 색상으로 구매 가능한가요?
쿠션은 페탈/ 파데는 아이보리","안녕하세요 고객님~유감스럽게도 문의주신 제품은 선택하신 쿠션 컬러와 동일 컬러의 파운데이션으로 출고가 되어 안내드리오니구매 시, 참고부탁드립니다.감사합니다!",부정
에스쁘아,화장품,의견,케이스가 불량이 왔어요.. 그냥 안닫혀요.. 처음에는 교환하기 귀찮아서 싼거라서 좀 헐겁나보다 그냥 잘 가지고 다녀봐야지 했는데 걍 열려있는 상태로 가지고 다닐순 없잖아요? 새제품을 다시 사서 갈아 끼우는 방법 밖에 없나요? 호환 되는 케이스는 있을까요? 에스쁘아 쿠션들 끼리는 다 호환 되는 건가요?,안녕하세요 고객님~불량인 현상에 대하여 톡톡문의로 사진과 함께 남겨주시면 확인 도움드리겠습니다~감사합니다.,부정
에스쁘아,화장품,제품관련,핑크펀치..제발 재출시해주세요.. 진짜 암만 돈을써도 이만한 색상을 못찾겠아요..ㅠㅠㅠㅠㅠㅠㅠ,안녕하세요. 에스쁘아입니다.고객님 해당내용 유관부서에 전달하도록 하겠습니다.에스쁘아 제품에 많은 관심을 주셔서 대단히 감사합니다. :-),부정
에스쁘아,화장품,제품관련,문릿 재입고 되나요,안녕하세요 고객님~문의주신 색상의 운영 종료로 재입고 일정에 없어 안내드립니다.구매에 도움을 드리지 못해 죄송합니다.행복한 하루 보내세요~,부정
에스쁘아,화장품,제품관련,문릿 재입고 되나요,안녕하세요 고객님~문의주신 색상의 운영 종료로 재입고 일정에 없어 안내드립니다.구매에 도움을 드리지 못해 죄송합니다.행복한 하루 보내세요~,부정
에스쁘아,화장품,행사,이걸로주문해도 미니퍼가방 지급되나요?,안녕하세요 고객님~문의주신 제품은 퍼 미니백이 증정되지 않습니다.증정 대상 제품이 따로 있사오니 에스쁘아 스토어를 확인해주세요!감사합니다.,부정
에스쁘아,화장품,행사,"네이버 블프데이 쿠폰 최대 1만 배너는 왜 있는건지요?
안들어가지는데",안녕하세요. 에스쁘아입니다.고객님 우선 구매에 혼선을 드려 대단히 죄송합니다.해당 배너 삭제처리 완료되었으니 참고부탁드립니다.도움드리지 못해 대단히 죄송합니다.감사합니다. :-),부정
에스쁘아,화장품,제품관련,"https://brand.naver.com/espoir/products/8569995010
이 제품과 동일한 제품인가요?",안녕하세요 고객님~남겨주신 url의 제품과 문의주신 꾸뛰르 립틴트 블러 벨벳 제품은 동일 제품인 점 안내드립니다.구매 시 참고부탁드립니다.감사합니다~,부정
에스쁘아,화장품,제품관련,에스쁘아 비벨벳 퍼프는 어디있나요 ㅠㅠㅠㅠㅔ,"안녕하세요 고객님~에스쁘아 제품에 관심을 가져주시어 감사합니다.현재 ""비벨벳 퍼프""가 일시적 품절로 입고일 확인 중에 있으나입고 일정이 확인되지 않아 안내가 어려운 점 양해부탁드립니다.구매에 도움을 드리지 못해 죄송합니다.행복한 하루 보내세요~",부정
에스쁘아,화장품,제품관련,굿이너프... 내주세요.... ㅠㅠㅠㅠ,안녕하세요 고객님~먼저 에스쁘아 제품에 관심을 가져주시어 감사합니다.문의주신 색상은 운영 종료로 재입고 일정에 없음을 안내드립니다.구매에 도움을 드리지 못해 죄송합니다.감사합니다.,부정
에스쁘아,화장품,제품관련,플럼소다 색상 대체품 있으면 알려주세요,"안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,그라피토 단종인가요??;,"안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,"매장에서 구입했는데 
""에스쁘아 퍼펙트 디파이닝 아이라이너"" 이렇게 씌여 있던데 같은 제품인가요?","안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,펌킨스파이스 재입고예정 문의드립니다.,"안녕하세요 고객님,현재 별도의 재입고 일정이 파악되지 않아 정확한 답변을 드리기 어려운 상태인 점 양해 부탁드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,"재입고 문의
12월 언제쯤 입고 되는지 궁금합니다! 꼭 구매하고 싶어요!!",안녕하세요. 에스쁘아입니다.고객님 문의주신 제품 입고되어 현시점 기준 구매 가능하신 것으로 확인됩니다.감사합니다. :-),부정
에스쁘아,화장품,제품관련,정말 궁금해서요 리얼 치크 업 블러셔 이제 단종인가요 ㅠㅠㅠ 스마일리샌드 제발 ㅠㅠ 사야해요 ㅠㅠㅠ,안녕하세요. 에스쁘아입니다.고객님 죄송하게도 문의주신 제품은 단종으로 확인됩니다.도움드리지 못해 대단히 죄송합니다.감사합니다. :-),부정
에스쁘아,화장품,제품관련,"안녕하세요 플럼소다 단종인가요? 퍼스널 진단후
플럼소다 추천 받아서 구매하고 싶어요 ㅠ","안녕하세요 고객님~먼저 에스쁘아 제품에 관심을 가져주시어 감사합니다 = )문의주신 ""플럼소다"" 색상은 운영 종료로 재입고 일정에 없음을 안내드립니다. 구매에 도움을 드리지 못해 죄송합니다.행복한 하루 보내세요~",부정
에스쁘아,화장품,제품관련,카민모브 재입고 예정 있나요? 이걸 이제야 알게 됐는데 사야할 거 같아요..,"안녕하세요 고객님~에스쁘아 제품에 관심을 가져주시어 감사합니다.현재 ""카민모브"" 컬러가 운영 종료로 재입고 일정에 없음을 안내드립니다.구매에 도움을 드리지 못해 죄송합니다.행복한 하루 보내세요~",부정
에스쁘아,화장품,제품관련,"첫 번째 모델 사진(한 손은 하늘로, 한 손은 제품 들고 있는 사진)에서 모델이 바른 립제품도 에스쁘아인가요? 맞다면 어떤 제품인지 알 수 있을까요?","안녕하세요 고객님~에스쁘아 제품에 관심을 가져주시어 감사합니다~문의주신 모델의 사용 제품은 ""꾸뛰르 립틴트 듀이글로이"" 의 ""코코럼"" 색상으로 안내드립니다.감사합니다~",부정
에스쁘아,화장품,제품관련,비매품에서 판매품으로 전환해주셔서 너무너무 감사해요 ㅎㅎ 첨 스코님 에스쁘아추천영상에서 보고 넘 사고싶었는데 비매품이래서 절망했었거든요 ㅎㅎ 혹시나 쿠션퍼프처럼 5개묶음판매나 10개묶음 판매계획은 있으실까욤???  단품판매도 좋은데 .. 묶음판매된걸 더 선호해서 여쭤봅니다!!!!!,안녕하세요 고객님~ 에스쁘아 제품에 관심을 가져주시어 감사합니다.현재로써 묶음 운영 계획은 없어 단품으로만 구매 가능한 점 안내드립니다 = )고객님의 소중한 의견은 내부 유관부서로 전달드리도록 하겠습니다.감사합니다,부정
에스쁘아,화장품,제품관련,2023120155893591 교환신청했는데 반품으로 변경 부탁드립니다. 맞교환처리가 안되는 것 같아 급히 다른쿠션 구매했습니다,"안녕하세요 고객님~기 접수된 교환을 반품으로 변경 도움드렸으며, 회수된 물품은 유관 부서에서 검수 후 처리될 예정입니다 = ) 감사합니다.",부정
에스쁘아,화장품,제품관련,피오니 색상은 구매언제가능한가요?,안녕하세요. 에스쁘아입니다.고객님 죄송하게도 해당 제품 재입고 예정일이 정해져 있지 않은 단종제품으로 확인됩니다.도움드리지 못해 대단히 죄송합니다.감사합니다. :-),부정
에스쁘아,화장품,제품관련,"허니 , 딥 컬러는 구매가 불가능한가요?? 어디서 구매하나요","안녕하세요 고객님~먼저 에스쁘아 제품에 관심을 가져주시어 감사합니다 = )문의주신 제품의 ""허니"" ""딥"" 컬러는 출시 당시에 운영 되었으나현재 운영 종료로 구매가 어렵습니다ㅠ.ㅠ또한 재입고 일정에 없어 구매에 도움을 드리지 못한 점 대단히 죄송합니다.감사합니다, 행복한 오후 보내세요 !",부정
에스쁘아,화장품,배송,"브러쉬 증정으로 주문했는데, 브러쉬 누락되어 배송되고 상품도 바뀌었네요. 누락된 브러쉬 별도로 빠른 배송 부탁드립니다.",안녕하세요 고객님~먼저 구매하신 제품과 함께 출고되어야하는 사은품이 누락되어 불편을 느끼셨다니 대단히 유감스럽습니다.누락된 브러쉬는 금일 출고센터에서 발송될 예정입니다.제품 수령시까지 배송사의 영업일 기준 1~3일 내 수령 가능하신 점 안내드리오니너그러운 시간 양해의 부탁 말씀드립니다 = ) 감사합니다.,부정
에스쁘아,화장품,제품관련,"거울보호필림떼면서 거울이 깨져서 교환신청했는데 맞교환으로 오늘 바로 새제품 발송해주시나요?
제품 필요헌데 오프라인은 파는데도 없고ㅠㅠ 손도 다칠뻔하고.. 교환제품 빠른발송부탁드립니다","안녕하세요. 에스쁘아입니다.고객님 우선 불편드린점 대단히 죄송합니다.교환요청하신 제품에 대해 회수 후 이력 확인되는대로 빠른 교환출고처리 하도록 하겠습니다.불편드린점 다시 한 번 사과의 말씀 드리며,구매해주셔서 대단히 감사합니다. :-)",부정
에스쁘아,화장품,제품관련,현재 할인은 언제까지 진행인지 알 수 있나요?,안녕하세요. 에스쁘아입니다.고객님 죄송하게도 행사의 경우 별도 공지 없이 조기 종료될 수 있어 정확한 안내가 어렵습니다.도움드리지 못해 대단히 죄송합니다.감사합니다. :-),부정
에스쁘아,화장품,제품관련,클렌징솝 아예 단종된건가요..???ㅠㅠㅠㅠ,안녕하세요. 에스쁘아입니다.고객님 문의주신 제품 단종된 것으로 확인됩니다.도움드리지 못해 대단히 죄송합니다.감사합니다. :-),부정
에스쁘아,화장품,제품관련,"시카 톤업 선크림 제 인생 선크림인데 정말 단종돼서 더이상 안 나오나요ㅠㅠㅠ이제 겨우 선크림 종착했는데 또 떠돌아 다니라니ㅠ 생각보다 찾는 분들 많은것 같은데 
한번만 고려해주세요 ㅠㅠㅠㅠ 항상 감사합니다...","안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다",부정
에스쁘아,화장품,제품관련,"비글로우 뉴클래스 프로테일러가 있고
골든아워 에디션이 있던데
두개의 차이점이 뭔가요??","안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,"골든아워랑 지금 이페이지 제품이랑 다른건가요?
케이스는 다른데 뭔가 같은 제품 같아 보이기도 하구요","안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,핑크펀치...단종일까요.. 재입고예정은 없을까요..ㅜㅠ̑̈ 진짜 너무 이쁜색상인데 재출시ㅜ안할까요..데발...ㅠㅠㅠ,"안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,잘 사용하고 있는데 리필이 없어서 자꾸 본품을 구매해야 하네요ㅠ 리필만 출시할 계획은 없나요?,"안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,"안녕하세요 ~
비파우더 쿠션케이스에 호환 사용 되는지요?",안녕하세요. 에스쁘아입니다.고객님 저희 에스쁘아 쿠션 제품은 모두 호환 가능한 것으로 확인됩니다.감사하빈다. :-),부정
에스쁘아,화장품,제품관련,옛날에 글로우 틴트 탠저린 컬러 (쨍한 오렌지 컬러. 덧바르면 레드 오렌지). 그 색상 다시좀 출시해주세요. 그거 봄브한테 인생 틴트였는데...,"안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,스펀지입고언제되나요?,"안녕하세요 고객님~유감스럽게도 문의주신 제품은 현재 일시적 품절이오나,12월 중순 입고 예정에 있어 안내드립니다~행복한 하루 보내세요~",부정
에스쁘아,화장품,제품관련,재입고 문의드립니다,안녕하세요 고객님~유감스럽게도 문의주신 제품은 현재 일시적 품절이나 12월 중순 입고 예정에 있어 안내드립니다~행복한 하루 보내세요~,부정
에스쁘아,화장품,제품관련,도화자개 재입고 계획 없나요??? 진짜 발색 이쁘고 촉촉하고 부드러워서 여기저기 추천하고 다녔는데 품절이라뇨 ㅠㅠㅠㅜㅜㅜ 제발 다시 만들어주심 안되나요??ㅠㅠㅠㅜㅠㅠㅠ,"안녕하세요 고객님 = ) 먼저 에스쁘아 제품에 관심을 가져주시어 감사합니다.문의주신 ""도화자개"" 는 운영 종료로 재입고 일정에 없음을 안내드립니다.구매에 도움드리지 못하여 죄송하오며,만족을 드릴 수 있는 에스쁘아가 되도록 노력하겠습니다~감사합니다!",부정
에스쁘아,화장품,제품관련,펌킨스파이스는 안파나요 ㅠㅠㅠ,"안녕하세요 고객님 = )에스쁘아 제품을 애정해주시어 감사합니다.문의주신 상품은 노웨어 립스틱 더스키브라운 에디션의 컬러로, 더스키브라운 제품에서 구매 가능하십니다.감사합니다.",부정
에스쁘아,화장품,제품관련,이거 비내추럴 쿠션 케이스랑 호환 되니요,"안녕하세요 고객님 = ) 문의주신 ""비글로우 쿠션 뉴클래스 리필"" 과 ""비내추럴 쿠션 케이스""간 호환 사용이 가능한 점 안내드립니다.이용에 참고 부탁드립니다.감사합니다~",부정
에스쁘아,화장품,제품관련,"커버력이 좋은가요?
매트한거죠?
저는 입술이 두꺼워서 입술라인 지우는 용도로 사용 하려구요",안녕하세요 고객님~저희 에스쁘아 제품에 관심을 가져주시어 감사합니다.파우더 제품으로 커버감이 많지는 않기에 피니쉬 파우더로 메이크업 고정 기능이 좋은 제품인 점 안내드립니다.이용 시 참고부탁드립니다.감사합니다 = ),부정
에스쁘아,화장품,제품관련,"픽싱카라 지울때 뭘로 지우나요?
폼클렌징으로 안지워져요ㅠㅠ",안녕하세요 고객님~저희 에스쁘아 제품에 관심을 가져주시어 감사합니다 = ) 메이크업 제품은 폼세안으로 클렌징 되지 않을 수 있습니다. 2차세안제 (클렌징 오일이나 아이리무버 등)으로 클렌징 시 꼼꼼한 세안이 가능한 점 안내드립니다.감사합니다.,부정
에스쁘아,화장품,제품관련,에스쁘아 비벨벳 피팅 스펀지 재입고 언제 되나요ㅠㅠㅠ,안녕하세요 고객님 = ) 에스쁘아 제품에 관심을 가져주시어 감사합니다문의주신 제품은 정상 운영중이나 현재 일시적 품절로 정확한 입고일 확인되지 않아문의에 대한 도움이 어려운 점 양해부탁드립니다실시간 재고 변동에 따라 구매 여부가 달라질 수 있는 점 참고부탁드립니다.행복한 하루 보내세요~!,부정
에스쁘아,화장품,제품관련,21호 색상 어떨걸 선택할까요,안녕하세요 고객님~평소 21호가 잘 맞으시다면 아이보리 컬러 추천드립니다감사합니다.,부정
에스쁘아,화장품,제품관련,"지금 사면 디스커버리 키트 주시나요
확인하여 즉시 구매하고싶은데 전화를 안받으셔서 남깁니다",안녕하세요 고객님 = ) 현재 디스크버리 증정 이벤트는 종료되었으며 구매 시 본품만 발송되오니 구매 시 참고부탁드립니다감사합니다.,부정
에스쁘아,화장품,제품관련,"안녕하세요 
일단 예전부터 에스쁘아 벨벳 립스틱을 아주 최고로 잘 사용한 사람입니다
(이런 매트 재질은 에스쁘아만한게 없더라구요..)
제가 예전에 까만 통으로 나온 
노웨어M 시리즈 ""N.Y 핑크“ , ”소호“
이 두개를 번갈아가며 계속 사서 정말 잘 썼고 사실 지금도 쓰고 있는데 이제 단종 되어서 없더라구요 ㅠㅠㅠㅠㅠ 혹시 에스쁘아 내에 저렇게 비슷한 매트 느낌으로 비슷한 색상은 또 없을까요?.... 아니면 노웨어m시리즈 다시 나올 계획은 없을까요 ㅠㅠ","안녕하세요 고객님 = ) 오랫동안 에스쁘아 제품을 애정해주시어 감사합니다.해당 시리즈에 대한 출시 여부는 미정이며,현재 운영중인 립 컬러 중 비슷한 컬러가 없어 추천드리기 어려운 점 양해부탁드립니다ㅠ.ㅠ만족을 드릴 수 있는 에스쁘아가 되도록 노력하겠습니다.감사합니다!",부정
에스쁘아,화장품,제품관련,3종 키트 구성품 상세히 알려주세요,안녕하세요 고객님~유감스럽게도 현재 디스커버리 증정 이벤트가 종료되었음을 안내드립니다 ㅠ.ㅠ문의에 도움을 드리지 못해 죄송합니다.행복한 하루 보내세요~!,부정
에스쁘아,화장품,제품관련,안녕하세요 23일 주문/24일 도착보장이어서 타 사이트말고 네이버 주문했는데 아직 출고도 안됐네요 언제 받을 수 있는건지 답변 부탁드립니다,안녕하세요 고객님 = ) 출고를 도와드리는 물류 내 주문량 폭주로 인하여 출고가 다소 지연되고 있습니다. 주문 제품 준비 및 출고 준비중에 있어 시간 양해부탁드립니다.제품 수령시까지 불편을 드려 다시한 번 죄송합니다.감사합니다.,부정
에스쁘아,화장품,제품관련,"라이트 피오니 다시 생산, 재입고 부탁 드립니다 ㅠㅠ 최애 아이 제품이고 저도 이거 없으면 눈화장 못해요 ㅠㅠ 라이트 피오니 다시 부활시켜 주세요!",안녕하세요 고객님~유감스럽게도 문의주신 색상의 운영 종료로 재입고 일정에 없음을 안내드립니다구매에 도움을 드리지 못해 죄송합니다행복한 하루 보내세요 = ),부정
에스쁘아,화장품,제품관련,"안녕하세요
23일 주문/24일 도착보장이어서 타 사이트말고 네이버 주문했는데 아직 출고도 안됐네요
그 사이에 파운데이션+퍼프 에서 브러쉬로 바뀌었구요
언제 받을 수 있는건지 답변 부탁드립니다",안녕하세요 고객님 = )출고를 도와드리는 물류 내 주문량 폭주로 인하여 출고가 다소 지연되고 있습니다.주문 제품 준비 및 출고 준비중에 있어 시간 양해부탁드립니다.제품 수령시까지 불편을 드려 다시한 번 죄송합니다.감사합니다.,부정
에스쁘아,화장품,제품관련,재입고 예정 있으실까요..?ㅜㅜ...,안녕하세요 고객님 = ) 먼저 에스쁘아 제품에 관심을 가져주시어 감사합니다!유감스럽게도 문의주신 제품의 일시적 품절로 인하여 정확한 입고일 확인되지 않아문의에 대한 답변이 어렵습니다 ㅠ.ㅠ 구매에 도움을 드리지 못해 죄송합니다.행복한 하루 보내세요~!,부정
에스쁘아,화장품,제품관련,선크림 사용 후 베이스 사용하나요?,"안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,헤이베스티 주세요 …………….,"안녕하세요 고객님,문의주신 제품 현재 품절 및 단종으로 인해 별도 재입고 예정이 없는 점 참고 부탁드립니다.감사합니다.",부정
에스쁘아,화장품,제품관련,3호 누드무드 단종인가요? 아몬드라무르 때문에 구매하고 싶은데요 ㅜㅜ,"안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,재입고 제발 해 주세요… 넘나 그ziii라서 장바구니에 넣어놓고 돈 생길 때까지 기다렸는데 돈이 생기니까 품절이라뇨ㅠㅠㅠㅠ,안녕하세요 고객님 = ) 현재 일시적 품절로 확인되오나 정확한 입고일 확인되지 않아 안내가 어려운 점 양해부탁드립니다.구매에 도움을 드리지 못해 유감스럽습니다.행복한 하루 보내세요~!,부정
에스쁘아,화장품,제품관련,칠링칠링 피치어썸 등등 원래 있던 색상들 재출시 바랍니다 제발로ㅠㅠㅠ 이렇게 원하는 사람들이 많아요,안녕하세요 고객님~먼저 에스쁘아 제품을 애정해주시어 감사합니다.문의주신 컬러는 운영종료로 확인되어 재입고 및 출시 예정에 없음을 안내드립니다ㅠ.ㅠ구매에 도움을 드리지 못해 죄송합니다.행복한 하루 보내세요~,부정
에스쁘아,화장품,제품관련,상품 어제 받아보고 넘 조아서 한개 더 추가주문 하려는데 쿠폰이 안받아지네여~~ 어케해야할까요?,"안녕하세요 에스쁘아 입니다.고객님~ 유감스럽게도 쿠폰 다운로드 사용 후, 재발급이 어려운 점 양해부탁드립니다ㅠ.ㅠ감사합니다!",부정
에스쁘아,화장품,제품관련,왜 인기제품 단종인가요ㅠㅠㅠ 버블리핑크 재출시해주새요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,안녕하세요 고객님 = ) 유감스럽게도 문의주신 제품의 운영 종료로 재입고 일정에 없음을 안내드립니다.고객님께 만족을 드릴 수 있는 에스쁘아가 되도록 노력하겠습니다!감사합니다.,부정
에스쁘아,화장품,제품관련,현재 이 상품 구매시 실버 미니백 증정 되나요?,안녕하세요 고객님 = ) 현재 별도의 실버백 증정이 없음을 안내드립니다.감사합니다.,부정
에스쁘아,화장품,제품관련,고체파우더팩트에도 써도되는건가요?,"안녕하세요 고객님,문의주신 제품은 액상 제품을 사용하실 때 권장드리나고체 파우더 팩트에 사용 시, 파우더가 두껍게 표현되실 수 있는 점 참고부탁드립니다.감사합니다.",부정
에스쁘아,화장품,제품관련,"재입고문의드립니다.
세일기간 중(11/26) 재입고 일정 있을까요?",안녕하세요 고객님~유감스럽게도 재입고 일정에 없음을 양해부탁드립니다.구매에 도움을 드리지 못하여 죄송합니다.행복한 하루 보내세요~!,부정
에스쁘아,화장품,제품관련,제발 재출시 해주세요….. 라이크잇 제 인생템인데…. 비슷한 색을 아무리 찾아봐도 대체품이 없어요 기다리겠습니다….ㅠㅠㅠ,안녕하세요 고객님 = ) 먼저 에스쁘아 제품을 애정해주시어 감사합니다.문의주신 색상의 운영 종료로 재입고 일정에 없습니다.구매에 도움을 드리지 못해 죄송하오며만족을 드릴 수 있는 에스쁘아가 되도록 노력하겠습니다.감사합니다.,부정
에스쁘아,화장품,제품관련,재입고 예정 있으신가요..? 재입고 일자까지는 아니더라더 다시 재입고 예정이 있으신지 궁금합니다ㅜㅜ 한번 써보니까 너무 좋아서.. 계속 쓰고 싶은데 재입고 되는거죠..?,"안녕하세요 고객님,현재 별도의 재입고 일정이 파악되지 않아 정확한 답변을 드리기 어려운 상태인 점 양해 부탁드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,배송,"스파츌러가 안왔는데 원래 없나요? 파운데이션과 함께 들어있는건 줄 알고 구매했는데 ㅠㅠ
그리고 파우치가 글씨 써있는 천 부분이 뒤집혀서 재봉되어왔는데.. 이부분은 그냥 써야하는걸까요?","안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,"워터벨벳 만다린젤로 없어졌는데 판매안하나요??? 
왜 없어졌죠??? 없어질줊알았으먄 10통 사놨죠 ㅜㅜ","안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,에스쁘아 프로 테일러 NEW 비글로우 뉴클래스 쿠션과 케이스만 다르고 동일한 제품일까요?,"안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
에스쁘아,화장품,제품관련,키트는 바닐라 제품이 따로 없나요??,"안녕하세요 고객님,해당 제품 관련 문의는 게시판으로 답변드리기 어려워번거로우시겠지만 에스쁘아 고객 상담실(080-619-8888 , 평일 13시 ~ 17시) 로 전화 또는 네이버 톡톡문의로 문의 남겨주시면 확인 후 자세한 답변 및 상담 도와드리겠습니다 : )감사합니다.",부정
